博文内容,识别结果,id
",519539
【1月8日起內地與香港最新通關安排】政府今日公布，1月8日起實施首階段與內地通關，單向配額約為6萬人，即每日最多有6萬名港人從海、陸、空不同口岸過關進入內地，包括5萬人可經陸路口岸，另外約1萬人經海、空及大橋到內地，入境內地後不用檢疫，兩地人士需各自經網上預約。民建聯特別製作了圖表詳列現階段各個關口、碼頭和機場的安排，方便各位一圖睇清。預約網址：  (1月5日晚上6時開放預約)#民建聯提提你 #內地與香港最新通關安排,"|0|0|0|1|0|
",519253
落马洲口岸，终于啊，都多久没听到这个名次了,"|0|0|0|0|0|
",304280
pyq满屏都是通关的消息，三年了，有种不真实的感觉，年年隔离过关，今年不隔离了，反而要待这里过年。[允悲] ,"|0|0|0|1|0|
",519193
进去兜了一圈[上課了]好多日期啊,"|0|0|0|0|0|
",519390
感谢家超[泪][泪][泪]我要爽死了 来去自如属于是 ,"|0|0|0|0|0|
",519562
所以我既是在港内地人 回内地了我又是在内地港人的意思不用预约的意思,"|0|0|0|1|0|
",304584
[打call][打call][打call][打call] ,"|0|0|0|0|0|
",520610
#通行线·轨交#【港铁落马洲站本月8日重开 列车间隔4-14分钟】据MTR Mobile，港铁计划于本月8日重开东铁线落马洲站，届时将提供来往于金钟站与落马洲站之间的列车服务。据悉，每日09:30-20:00，来往落马洲站的列车行车间隔为4-8分钟，其余时段维持5-14分钟。此外，罗湖站将继续关闭。 #在路上看中国#,"|0|0|0|1|0|
",519505
妈呀没有想到这么容易申请 今年终于回去过年咯,"|0|0|0|1|0|
",519156
终于能回福建了[苦涩],"|0|0|0|0|0|
",519322
誰能懂我有多激動[泪][泪] ,"|0|0|0|0|0|
",520925
開心開心可以回深圳啦嘻嘻 ,"|0|0|0|0|0|
",519315
搶到名額了，準備去長沙玩了 ,"|0|0|0|0|0|
",519438
回深圳啦！ ,"|0|0|0|0|0|
",519485
可以回深圳過年咯[汗] ,"|0|0|0|0|0|
",519004
雞凍到家還能炫個晚飯[哈哈] ,"|0|0|0|0|0|
",564441
【重要信息 】从香港去内地的预约网站： “往来港澳通行证” 和 “香港居民身份证” ———- 入境内地时使用  “往来港澳通行证” - 入境香港时使用  “香港居民身份证” ———则入境香港和内地都不用提前上网预约，也不会算进每日的名额中。所以这些朋友不需要抢名额，也可预留更多名额给有需要的人士！#优化内地与港澳人员往来措施1月8日起实施##不再对自香港入境人员进行全员核酸##香港与内地过关须持48小时核酸阴性证明#,"|0|0|0|1|0|
",155183
耶！！！！！！！回家回家回家呜呼！！！！！！！！！！！ ,"|0|0|0|0|0|
",520949
香港回内地，预约系统很多名额大家不用紧张#香港回内地# ,"|0|0|0|1|0|
",519546
[泪]三年 我回来啦！ ,"|0|0|0|0|0|
",519067
呜呜呜呜呜呜呜呜呜回家当公主,"|0|0|0|0|0|
",519397
为了双重保险，翻出passport约了个19号回家，太久没回家手抖约了个深圳湾的，约完才发现我应该约落马洲[doge][doge][doge]还好可以改哈哈，不过我更希望坐高铁回家，快多了[航天员] ,"|0|0|0|0|0|
",155066
各口岸具体开通日及当日名额：,"|0|0|0|1|0|
",155037
嘿哟 三年了 姐终于能回家了 ,"|0|0|0|1|0|
",519323
多点活动谢谢谢谢[跪了] ,"|0|0|0|0|0|
",519680
多点活动谢谢谢谢[跪了],"|0|0|0|0|0|
",519679
回家过年咯[哇],"|0|0|0|0|0|
",484196
#每日最多6万港人过关进入内地# 港人等到鬍子白了……,"|0|1|0|1|0|
",519040
說了這麼久，我終於能回去了[淚],"|0|0|0|1|0|
",520861
三年了[泪][泪][泪]我终于可以无痛回家了[泪],"|0|0|0|0|0|
",519489
这日子越来越有盼头了[悲伤][悲伤]能回家过年了 ,"|0|0|0|0|0|
",520582
從未來再見 ,"|0|0|0|0|0|
",519655
3年了 終於可以不用隔離成功預約回內地 第一站 深圳 #香港##深圳##通关# 香港 ,"|0|0|0|1|0|
",519653
先斩后奏[doge][doge]抢了过关名额再请假 ,"|0|0|0|1|0|
",519475
我真的好高兴 可以找朋友们玩了 真的好高兴 ,"|0|0|0|0|0|
",520391
耶[酷][酷][酷][酷][酷][酷][酷][酷][酷][酷],"|0|0|0|0|0|
",520576
【全面通關】伴隨著與內地全面通關的消息正式公佈，相信這對很多人而言相當於疫情已經結束。特首以及特區政府為此所做出的努力值得肯定，也辛苦鐵路、口岸等不同崗位上的工作人員的加緊配合。好消息如期而至，提提大家都要做好防疫基本功，復常才能有序、可持續。冬天到了，春天就在不遠處！-港人北上配額：陸路口岸每日5萬，包括深圳灣口岸1萬、文錦渡口岸5000和落馬洲支線3.5萬，海空及港珠澳大橋每日1萬。（不計算在港的內地人返回內地及南下香港的人數）-網上預約： (系統於1月5日下午6時已開通。)-出境須出示48小時核酸檢測陰性結果證明；需預約人士須出示成功預約登記（紙本、短訊或截圖）。- 跨境學童春節後恢復來港接受面授課堂，有關學童日後過關前毋需預約。- 高鐵不遲於1月15日恢復服務。*資料來源：特區政府新聞公報,"|0|0|0|1|0|
",520542
今天晚上六点开始可以在网上预约指定口岸出境香港到内地预约安排，我在晚上六点半开始到预约网页进行预约，等了大约半小时后成功登入系统，经我用尽平身最快的手速把所需资料输入后，最终成功预约在正式通关当天8号晚上从指定口岸前往内地，真的太幸运了！[微笑]（据我所知当我完成后，该预约登记系统便因登入的人数太多导致系统一度停顿）不知会否有深圳的朋友到时想与我相聚[疑问] 香港,"|0|0|0|1|0|
",520438
嗨 回家嗨 好贵[微风] ,"|0|0|0|0|0|
",567904
#开心时刻# 每天距离回家更近一步[打call],"|0|0|0|0|0|
",519038
耶耶！希望回去前一直是阴[抱一抱][抱一抱] ,"|0|0|0|0|0|
",519064
通關繞口令18號通關港人回港不用預約港人回内地要預約♂非港人来港要預約♂非港人回内地不用預約 ,"|0|0|0|1|0|
",155160
這麼容易就能隨便往返了嗎有點難以置信了都。 ,"|0|0|0|1|0|
",519199
今天干了啥【早上10.抢陈奕迅演唱会门票】买到【下午6.抢香港通关预约】预约到【晚上9.抢船票】买到2023冲冲冲[doge]【明天上午9.抢高铁票】,"|0|0|0|1|0|
",155137
同事们，加油，大家齊努力準備執行關口工作！工作忙，才顯得出大家的價值！[酷][酷][酷][酷] ,"|0|0|0|1|0|
",520731
@又来偷偷看我微博了吗 手机没电无所谓我有厉害的朋友帮我[开学季],"|0|0|0|0|0|
",519498
[哇][哇][哇][哇][赢牛奶][赢牛奶][赢牛奶][赢牛奶]终于迎来了这一天！！ ,"|0|0|0|0|0|
",519570
三年了很多人和事都不再重要三年前的牛祺祯大部分时候是个傻逼 偶尔是白月光三年后她就是个有精神病的傻逼 ,"|0|0|0|0|0|
",520917
【榮 | 感謝中央 通關落實 眾望所歸】大部分市民已有三年沒有回內地，無論回去作商務、探親、旅遊或處理各種事務，這三年都十分不便。特區政府今午正式公布1月8日落實與內地通關，實屬「復常」的重要標誌！很多市民都歡喜雀躍地與世榮說回鄉的計劃。自國家於11月公布「二十條優化措施」、特區政府12月29日放寬防疫政策，至今兩地得以通關復常，凡此種種皆因疫苗接種率提高，社會防疫運作成熟，實在有賴各位市民上下齊心抗疫及接種疫苗至今方可達成。現在復常安排有理有節、穩步推進，全國由起初嚴陣以待，為醫療系統乃至醫務人員爭取時間累積經驗，準備物資以迎擊大浪，而至今病毒減弱，市民免疫力提升，有條件令社會可以正常運轉。選擇這時機放寬正是因時制宜，回應民心，圓市民一個新春回鄉夢。想必中央及特區政府已計劃科學而系統地逐步使人員往來，回到疫情狀態，世榮也相當樂觀，兩地恢復往來後，香港在國家及特區政府各藍圖之下，再加快融入國家發展大局，增強發展動能，更好開新局謀新篇。#香港超话##香港[超话]##香港##李世荣stanleyli##立法会议员#,"|0|0|0|1|0|
",304501
我约好了回深圳过年的时间，然后假装很隆重地跟孩子们宣布这一重要决定。他们说知道啦，在这之前把功课做完，保持好身材，为回家做准备。哇，好有我的风格。,"|0|0|0|0|0|
",519414
准备准备 ,"|0|0|0|0|0|
",520535
通关的一大步，看到了回家的希望！,"|0|0|0|1|0|
",519525
2020年2月-2023年1月，终于等到香港内地通关[送花花]感动昨天加班到8點，因为用了2hr回应一份不专业到让人生气的回复mentor打了1个多小时电话说她了解到的情况和安慰我[笑cry]争取还在进行中，上级和senior帮我很多开始了就要得到我应有的东西[加油]有一项以前是mentor的工作今年由我做，十几张表汇总，但不少同事发的表格是错的[苦涩]问了同事怎么汇总快一点，按她的做法果然很快做完而且做对了mentor还说做得很不错[鼓掌]学到点东西#60的日常# 香港·中西区海滨长廊-中环段,"|0|0|0|1|0|
",519591
【温馨提示】很多朋友问，在香港读书或工作的内地人士（港漂），如果持有香港居民身份证（非永居），入境香港是否要预约图一，这是港府官方回应，供参考———“如持有往来港澳通行证的内地居民，返回内地毋须预约。同样地，持有香港身份证的市民，从内地回港毋须预约。”換言之，如果同时持有 “往来港澳通行证” 和 “香港居民身份证” 的人士———- 入境内地时出示  “往来港澳通行证” - 入境香港时出示  “香港居民身份证” ———则入境香港和内地都不用提前上网预约，也不会算进每日的名额中！所以，这些朋友不需要抢名额，也可预留更多名额给有需要的人士！【重要信息】从香港去内地的预约网站：,"|0|0|0|1|0|
",154929
當年今日vs 今年今日,"|0|0|0|0|0|
",154990
很多人还是搞不懂通关名额。简单的说，深圳\香港之间三个口岸：深圳湾、文锦渡、落马洲，这三个口岸就要名额。香港居民去内地，需要名额；内地居民来香港，需要名额；来的时候需要名额，回去的时候无需名额。另外，从香港坐私家车到珠海，跟从香港坐私家车到深圳，都需要名额。最后，若你是坐飞机来，还是坐车，坐船来，都无需名额！#真实的香港[超话]#,"|0|0|0|1|0|
",519610
时隔半年，我返来啦 ,"|0|0|0|0|0|
",520831
1月8日香港要通关了，虽然仍有配额制，但六万个每天应该很足够了#香港疫情#,"|0|0|0|1|0|
",305612
买到了当天的最后一张船票[送花花]快乐小勺要回家咯[送花花] ,"|0|0|0|0|0|
",567598
3年了，終於鬆綁了。如果高鐵恢復班次+ discharge 48小時核酸報告就perfect 了[害羞][害羞][害羞] ,"|0|0|0|1|0|
",303817
别太荒谬 ,"|0|0|0|0|0|
",304033
望穿秋水，終於通關，成功登記[打call][錦鯉附體] 香港 ,"|0|0|0|1|0|
",520558
要通关了，快四年没回家过了，回去吗[攤手][攤手][攤手][攤手][攤手][攤手],"|0|0|0|1|0|
",520749
整理了一下香港，内地，澳门通关攻略我会把这个置顶，大家有需要可以随时看——————————-[心]——————————-从内地去香港深圳：深圳湾、文锦渡、落马洲口岸要预约                 每日35000个名额      网址：          网址：,"|0|0|0|1|0|
",154920
寶寶陪我去打針咯 終於開始打這東西了 坑他給我買口紅 然後帶他去吃我最愛的雞煲 吃完回家又吃一頓 好胖啊[悲伤],"|0|0|0|0|0|
",519222
眼白白睇到咁多预约名额都唔可以去到我真係[泪][泪][泪][泪][泪][泪][泪] ,"|0|0|0|1|0|
