博文内容,识别结果,id
[哈欠][哈欠][哈欠]又是一期新开箱啦！  深圳·欢乐海岸,"|0|0|0|0|0|
",34406
解锁今日份的心想事成♀  深圳·深圳梧桐山,"|0|0|0|0|0|
",531035
长沙世界之窗鬼屋npc 啊啊啊这就是上了热搜的男人吗！！！ UP主: 果咩咩咩咩#bilibili#  (哔哩哔哩客户端下载  ,"|0|0|0|0|0|
",643258
1999 #深圳# #世界之窗# ,"|0|0|0|0|0|
",162028
1999 #深圳# #世界之窗#,"|0|0|0|0|0|
",161857
打卡，鹏城第一峰，梧桐山   深圳·深圳梧桐山,"|0|0|0|0|0|
",534075
#甘望星##原来甘望星有腹肌#“大家好我是来自长沙世界之窗的鬼”，甘望星单论颜值吊打国内一半小生，男版杨超越加油冲鸭！  娱乐扒星的微博视频   ,"|0|0|0|0|0|
",643119
知道梧桐山有吊钟花后，心悦赏之！时隔5年了，初见是在HK麦理浩径徒步时，花筒上突起的部分晶莹剔透如露珠，美极了！吾今日登山之愿其一也…… ,"|0|0|0|0|0|
",643341
#新面孔安利#《创造营2021》中同为浓颜系、长相酷似宋威龙的训练生甘望星，从小在农村长大，后以体育特长生考上大学，在大学勤工俭学时曾在世界之窗扮鬼（NPC），但因长得太帅而走红成为网红。在《创造营2021》第一期的舞台上，... 全文  深圳·华为深圳基地,"|0|0|0|0|0|
",162045
小邢的一人之乱晃#华强北#  深圳·华强北,"|0|0|0|0|0|
",162069
/新照骗 不夸就翻脸  深圳·深圳湾公园,"|0|0|0|0|0|
",535846
什么去锦绣民族文化村[裂开][裂开][裂开][裂开][裂开]长这么大就去过两次[笑cry]怎么不去世界之窗 ,"|0|0|0|0|0|
",642121
深圳第一峰·梧桐山见不到日出，见云雾  深圳·深圳梧桐山,"|0|0|0|0|0|
",534603
在梧桐山面前白云山就是小弟弟  深圳·深圳梧桐山,"|0|0|0|0|0|
",533508
梧桐山 今日云雾缭绕  深圳·深圳梧桐山,"|0|0|0|0|0|
",532212
1/100 闲暇午后  深圳·深圳湾公园,"|0|0|0|0|0|
",534260
一月五号。认识了很多年的朋友，终于说有机会凑埋一齐了，以下是朋友圈全文：捞马组织的深圳“梧桐山-牛肉火锅-唱k”一日游直落活动正式收官[叹气]。说好的好汉坡没上，牛肉火锅因为太累没几个吃，然后唱k睡着四个，并获得“我的双腿不是我的”成就[苦涩]。算了下次去海边潜水吃海鲜露营再叫我[奸笑]。好的例行感谢一下马、财、林对恒、如、晌的热情招待，足底发麻，脚趾肿痛，这波啊，这波是接受自然的锤炼。九宫格证明各位来过#时光仅你可见[超话]# http://t.cn/Rc1HEy4,"|0|0|0|0|0|
",640799
人生的意义在于征服一座又一座高峰#梧桐山# http://t.cn/R2WxksT http://t.cn/A6tSghJt 香港,"|0|0|0|0|0|
",642813
#香江水师[超话]# 遥望流浮山  深圳·深圳湾公园,"|0|0|0|0|0|
",534982
今日活动：爬山理想文案：天空好蓝 太阳好暖现实文案：山好高 路好陡 脚好痛 我是谁 我为什么要来爬山  深圳·深圳梧桐山,"|0|0|0|0|0|
",532202
在深圳重出江湖，再度騎行 ,"|0|0|0|0|0|
",331997
#子墨的美食街[超话]# 热！到！融！化！  深圳·欢乐海岸,"|0|1|0|0|0|
",36623
春天该很好 你若尚在场  深圳·欢乐海岸,"|0|0|0|0|0|
",41382
傍晚时分的深圳南山   深圳·深圳湾公园,"|0|0|0|0|0|
",539365
同妈咪没有日落的深圳湾  深圳·深圳湾公园,"|0|0|0|0|0|
",537256
来过[赞]  深圳·深圳梧桐山国家森林公园,"|0|0|0|0|0|
",539961
今日行走范围 梧桐山登陆成功~   深圳·深圳梧桐山,"|0|0|0|0|0|
",541687
#甘望星直拍# 冲！@创造营2021-甘望星 ,"|0|0|0|0|0|
",530859
吹着深圳湾温柔的风[微风]  深圳·深圳湾公园,"|0|0|0|0|0|
",538937
#最想停留的时刻##牛年一起加油# 睇商報。。。  香港特别行政区·北角,"|0|0|0|0|0|
",530031
【深圳湾公园一女子落水，三名男子接力及时施救】#深圳湾公园女子落水3名男子接力施救# 4日中午12点的深圳湾公园，天空阴沉，下着小雨，但仍有游客漫步在岸边，听涛看海。忽然，有游客注意到海里似乎有个黑点，随海浪起伏，“有人掉水里啦。”话音刚落，岸边3位男子先后下海，迅速将该名落水者救起。事 ... 全文 http://t.cn/A6tyUb52深圳·华为深圳基地,"|0|0|0|0|0|
",529272
#冒个泡# 睡个懒觉吃一餐[杰瑞]、虽然是个  深圳·欢乐海岸,"|0|0|0|0|0|
",42694
#mewgulf[超话]# 大家加油一起投星助榜将哥哥弟弟送上泰国暹罗广场254屏 ,"|0|0|0|0|0|
",531861
#甘望星[超话]#  #黑人牙膏白酵素助力创造营甘望星闪耀闯关##人间理想甘望星# 昨天超话姐妹发了一段星之前在世界之窗工作时的直播，看完令人太疼爰他了[悲傷]一直跟游客拍照，饭也沒吃水也沒喝，累到撐不住才去休息，不到5分钟又出去工作了。吃饭期间还一边叫看直播的人来长沙世界之窗找他拍照，帮公司宣传拉客，太暖了星宝[淚]我之前看到世界之窗摩天轮帮甘望星应援打call我只是觉得很有趣，这公司对员工很好，沒想到是因为星星真的很努力帮他们拉客，做个鬼也很敬业[愛你]甘望星不只是人间理想，更是人间值得！@创造营2021-甘望星,"|0|0|0|0|0|
",529147
有时候会收到无标题行，无正文，只有附件的邮件，qq邮箱，发件人名是一串中二火星文，不用怀疑，大概率是zf机关工作人员发来的。为什么地方zf没有一个统一的邮箱呢是工作上用的太少所以没必要吗  深圳·深圳湾公园,"|0|0|0|0|0|
",537503
浓郁热烈的异域风情，缤纷动感的体验参与，@深圳世界之窗 ，带你来一趟环球之旅！#中国旅游集团# #带ta去旅行# ,"|0|0|0|0|0|
",163678
为了回香港免隔离一个人在广东呆了两周那一阵子其实工作特别忙但还是把握住所有空闲的时间到处走走今年不知道还能不能回内地了P1-2: 广州 ｜ 沙面P3-4: 顺德 ｜ 渔人码头P5-6: 顺德 ｜ 欢乐海岸P7-8: 深圳 ｜ 深圳湾公园P9: 深圳 ｜ 深业上城 ,"|0|0|0|0|0|
",252821
#站姐镜头下的甘望星#图二、三是我直接在视频截图的，不可能有修，这都不是帅的话也无话可说了而且去过长沙世界之窗的人都跟他合照过，见过真人，都说真人比拍照还要帅，这也想黑的话，真是无语了！ ,"|0|0|0|0|0|
",531043
再来深圳人才公园。  深圳·深圳人才公园,"|0|0|0|0|0|
",48164
#创4全员主题曲舞台爷青回##甘望星[超话]# @创造营2021-甘望星 第一门担当之无愧！ ,"|0|0|0|0|0|
",532785
我站在你左侧，却像隔着银河[酸][酸][酸] ,"|0|0|0|0|0|
",533674
新的体验，半夜登山，深圳第一峰，用时两个半钟  深圳·深圳梧桐山,"|0|0|0|0|0|
",548506
登顶，多少有D难度[笑cry][笑cry][笑cry]  深圳·深圳梧桐山,"|0|0|0|0|0|
",548908
#写生[超话]##博洛尼亚插画展# 深圳·欢乐港湾摩天轮,"|0|0|0|0|0|
",164788
从晚到早  深圳·深圳梧桐山国家森林公园,"|0|0|0|0|0|
",545656
香港和深圳近得让我觉得这边放烟花能炸到香港市中心去…学地理的时候知道很近，没想到是这么近[哆啦A梦微笑]我的头发现在洗完头还能把毛巾给染成红的绿化好好啊交通设施好好啊（发出乡里别的声音想洁洁的一天，想和她看海[失望]想住她的海景房[失望]想和她吃大排档[失望]晚上吃了云吞，老板好可爱，体会到了粤式普通话嘎嘎 ,"|0|0|0|0|0|
",545516
加入呢间公司的时候深圳有6家店，S1-科学馆，S2-南山海岸城，S3-福田新华保险大厦，S4-金光华，S5-车公庙，S6-华强北。后来发展到S7-世界之窗，S8-海月宝能All city，S9-大剧院KK MALL，S10-欢乐海岸。MF本来系福田新华保险大厦，后来搬左去车公庙，然后再搬去华强北女人世界，最鼎盛系华强北九方 ,"|0|0|0|0|0|
",164461
纪念第三次登上你耗尽了所有  深圳·梧桐山风景名胜区-大梧桐,"|0|0|0|0|0|
",542708
Ready ,"对不起，您提供的博文内容 ""Ready"" 信息过少，无法进行有效的语义分析并判断是否包含上述五类问题。请您提供更完整的博文内容，以便我能够进行分析并给出准确的打分结果。
",164819
又被骚扰了  头皮发麻  香港,"|0|0|0|0|0|
",534031
溫碧霞（Irene）前晚在深圳世界之窗舉行的時裝騷擔任開場嘉賓，與品牌設計師合作多年，Irene專誠自上海飛到深圳支持好友，設計師亦為她特別設計了一襲拖尾婚紗，Irene仙氣出場即驚艷四座。周年慶時裝騷在深圳的世界之窗舉行，因為工作，內地不少地方都留下過女神的足跡，但原來Irene是第一次來到深圳的世界之窗，Irene笑說：「在園區的世界名勝，可以一次過欣賞晒全世界各地名勝，好似去了一次環遊世界。」遊到巴黎鐵塔，Irene突然掛念在家中的老公Kenny及囝囝Xavier，盼早日可以一家三口再去法國旅遊，希望疫情盡快過去，大家都可以開開心心出埠旅行。,"|0|0|0|0|0|
",164506
朝阳海浪薰衣草 遥望故里说 你好 好久不见  深圳·深圳湾观海栈桥,"|0|0|0|0|0|
",535761
#深圳梧桐山#想去看杜鹃花 http://t.cn/Rz136BU 深圳·沙头,"|0|0|0|0|0|
",534432
再苦再累也值得[哈欠] http://t.cn/EMWG4sd 深圳·鹏城第一峰,"|0|0|0|0|0|
",533562
返香港之前，再去踩多轉單車[鼓掌][鼓掌][鼓掌]遇到一片紫色花海，以為係薰衣草，原來係馬鞭草[挤眼][挤眼][挤眼]  深圳·深圳湾公园-流花山,"|0|0|0|0|0|
",542505
等了3个半钟的过山车…  深圳·深圳欢乐谷,"|0|1|0|0|0|
",50700
#甘望星 感谢你们喜欢一个不太强的我#@创造营2021-甘望星 帅哥给我上去 ,"|0|0|0|0|0|
",534950
#甘望星 感谢你们喜欢一个不太强的我#[爱你]#甘望星讲高中经历好励志#小甘是美丽白紙！！！養成系之光！！！！！！！！不信去看直拍走這边>@创造营2021-甘望星 ,"|0|0|0|0|0|
",533952
穿球衣爬完大小梧桐山的后果就是脖子、手臂都晒伤，现在还在发烫[酸] http://t.cn/RpT7Ia7 深圳·蛇口,"|0|0|0|0|0|
",535687
眼里都是甘望星 安利安利ing#甘望星创造营2021##人间理想甘望星# @创造营2021-甘望星 不是美丽废物 也不是笨蛋帅哥而是一个很努力很努力的阳光小哥哥！让我觉得人间值得 为你而留下 ,"|0|0|0|0|0|
",535831
梧桐山：杜鹃，禾雀花，沼虾，石龙子  深圳·深圳梧桐山,"|0|0|0|0|0|
",542790
[并不简单]真的好鬼大风啊  深圳·深圳梧桐山,"|0|0|0|0|0|
",546931
#何天Bye[超话]# 210321 深圳欢乐谷何·不看镜头·天@何天Bye ,"|0|0|0|0|0|
",254847
晚上梧桐山蹦迪，有点意思[并不简单](胆子真大) http://t.cn/R2WxEin 深圳,"|0|0|0|0|0|
",538435
你是我的眼為什麼只有一隻因為「無論付出多得到少 都永遠記住第一誡 別要睜開雙眼」  佛山·华侨城欢乐海岸PLUS,"|0|0|0|0|0|
",550490
#刘宇宁长歌行# 刘宇宁快本录制粉丝长沙世界之窗摩天轮应援 皓都英姿上线，此行英姿无限。 宇宁饰演的第一部古装剧。期待晧都大人上线 期待刘宇宁第一部古装剧长歌行祝宁哥长歌行收视长虹#娱乐# ,"|0|0|0|0|0|
",536400
#斌零城下[超话]#我笑死了  深圳·深圳梧桐山,"|0|0|0|0|0|
",555254
溫碧霞做飛人「環遊世界」拖駱駝散步溫碧霞（Irene ）近日在內地過着「飛人生活」，日前專程由上海飛到深圳世界之窗出席好友品牌的時裝表演，首次到世界之窗遊玩的Irene玩到非常開心，除了「環遊世界」參觀世界各地名勝外，又在動物園睇駱駝。Irene驚喜見到駱駝開餐食樹葉，又在園內訓練員引導下，撫摸駱駝鼻樑，又首嚐拖住駱駝散步，非常興奮：「駱駝好得意呀，唔好睇佢咁大隻，原來駝駱好溫柔，又好乖，佢哋食樹葉時，好似好肚餓咁，好可愛呀，希望有機會試下騎駱駝。」除咗參觀駱駝，Irene下榻的酒店外，有個人造沙灘，愛海的Irene，忍不住到沙灘拍攝靚相留念，引來不少遊人偷拍女神，見到女神現身，大家都驚喜要求合照。完成深圳時裝騷，繼續馬不停蹄地飛去北京，拍攝雜誌封面及為戰爭題材大製作電影《731》試造型，Irene表示好期待與導演趙林山及影帝張家輝、王凱俊合作，角色甚具挑戰性，不過暫時不能透露，已為該片做足準備功夫，以最佳狀態加入劇組。,"|0|0|0|0|0|
",255173
深圳，是一个一松懈就吃不饱猪脚饭得地方。香港，我都想去下海了。  深圳·深圳湾公园,"|0|0|0|0|0|
",551346
所以731是還在等試造型[允悲][允悲][允悲] ,"|0|0|0|0|0|
",255577
腿要走断[炸弹黑hi]  深圳·深圳梧桐山,"|0|1|0|0|0|
",553729
原來詩詠食雞蛋仔係咁樣咬[可爱]我會逐粒mit出來食既[笑哈哈]點解在深圳的又要加香港兩隻字係咪會好食ｄ[哈哈]香港米芝蓮雞蛋仔[馋嘴]有機會去深圳時試試先[馋嘴][haha]另家店舖的雞蛋仔介紹 [太阳][太阳][太阳][抱一抱][抱一抱][抱一抱][奥特曼][奥特曼][奥特曼],"|0|0|0|0|0|
",164956
#尘间野摄[超话]# 梧桐·落日  深圳·深圳梧桐山,"|0|0|0|0|0|
",550032
流花山の花海  深圳·深圳湾公园-流花山,"|0|0|0|0|0|
",551476
命运中所有的馈赠早已在暗中标好价格 ,"|0|0|0|0|0|
",538075
[太阳]天气：晴空万里今日日常：爬山理想文案：天空很蓝 风很温柔现实文案：太阳好晒 腿好酸哇  深圳·深圳梧桐山,"|0|0|0|0|0|
",552180
延误只会迟到 不会缺席，到了酒店小哥哥说给我安排了看世界之窗的房间，问我一个人害怕吗，住走廊第一间。尼玛已经12点了 我还看啥世纪之窗… ,"|0|0|0|0|0|
",539799
那片花海  深圳·深圳湾公园,"|0|0|0|0|0|
",554431
一览众“岛”小[馋嘴]  深圳·梧桐山风景名胜区-大梧桐,"|0|0|0|0|0|
",555134
今天想去吃哥老官（我一直以为海岸城 和欢乐海岸是一个地方（然后我就去错地方 吃到一家每一道菜都很好吃的越南菜 ,"|0|0|0|0|0|
",537997
深圳-大梧桐。登顶。  深圳·深圳梧桐山,"|0|0|0|0|0|
",561444
#通行线·轨交# 虽说这只是一个看上去并没有太大什么波澜的故障，但是仔细一想，这好像是#深圳地铁# 2/8号线自贯通运营以来首次拆解[doge] ,"|0|0|0|0|0|
",163254
这两天就跟茶餐厅干上了！广式茶餐厅的点心太甜了，肉也甜，这就有那么一Siusiu不习惯=(*)港式茶餐厅就比较好，甜的和咸的分开。另外，广式茶餐厅的茶真的很有意思，各式各样的茶，很解腻，同时很无奈，因为不得不喝茶解腻，港式奶茶要加冰，一个字，NICE！  深圳·深圳湾公园,"|0|0|0|1|0|
",556160
#香港# 一河之隔   深圳·深圳湾公园,"|0|0|0|0|0|
",562252
#深圳第一山##小幸运#梦想谁都了不起～山顶上最亮的星今日份惊喜：登顶遇到追梦的乐队，大家一起合唱唯一我会的粤语歌“海阔天空”！   深圳·深圳梧桐山,"|0|0|0|0|0|
",562272
深圳湾公园。人山人海。海也不蓝  深圳·深圳湾公园-D2口,"|0|1|0|0|0|
",562145
#甘望星[超话]# #黑人牙膏白酵素助力创造营甘望星闪耀闯关# 在超话里看到星星从世界之窗结束兼职，直播的时候与粉丝聊天的视频，看完之后真的好难受。从小到大上学见过的男孩子里，从来没有见过外形条件这么好，却如此谦逊，甚至有点自卑的男孩子。不管是跑步拿了全国比赛的冠军、在学校里坐在篮球场边被女生要合照、还是在世界之窗被那么多人喜欢，任何一项对很多人来说都足以让人有一些信心，但他还是那么不自信，觉得自己什么都不会，不值得大家的喜欢。昨天看到三公repo，有人都说星星开场很帅，但手一直在颤抖。明明他已经站进了出道位，知道有这么多人喜欢他，他还是很害怕，害怕自己配不上这个位置，害怕会让大家失望。我想再努力一点，把他送到高一点的位置，告诉他值得这么多人的喜欢；告诉他我们就是他的底气；告诉他现在有我们一起成为他的铠甲，他可以不用再害怕、可以放心往前走。,"|0|0|0|0|0|
",163336
冰冰宝贝昨天回北京了，现在我心里还有点空荡荡的，虽然我们也没有见面，但是我们也算真的离得非常非常近啦[兔子]宝贝贝是周五晚上来的，这个小倒霉鬼正好碰上飞机晚点，到深圳晚了差不多2个小时叭[跪了]等到了酒店就10点了，这个小馋猫还自己买了烧烤吃串串去了[二哈]结果第二天早上起来肚子疼，在床上躺了一早上才好点，真是可怜呢，想在她不舒服的时候陪在她身边照顾她呢[感冒]那天我们一起去了深圳湾口岸，我们看到了同一辆大巴车，但是因为关口实在太大了，所以我们也没有看到彼此[泪]不过这次宝贝来这边我也很开心啦，然后就陪宝贝云逛了世界之窗和红树林公园！周天呐我们就又一起云逛民族村，还一起云吃了早茶[哈哈]宝贝超级喜欢吃虾饺和肠粉呐哈哈哈，以后一定要亲自带她再来多吃几次呢[亲亲]周一也就是昨天，宝贝一大早就回去啦，下午吵吵着要喝喜茶，今天一定给买啦[羞嗒嗒]真是个磨人的小妖精呢哈哈哈，现在宝贝贝应该已经睡着啦，希望她做一个甜甜的梦，梦里有我们手拉手一起生活[爱你]我好爱你呀宝贝，我一个人在香港会好好加油的[加油]乖乖等我回来好不好呀谢谢宝贝专门来看我，亲亲抱抱举高高mua～奔向爱情，平山海，揽星辰，你是我这一生最爱的人[心],"|0|0|0|0|0|
",163421
小梧桐都要了我半条命 我竟然还天真以为自己能登顶大梧桐  深圳·深圳梧桐山,"|0|0|0|0|0|
",557035
排队三小时打卡的深圳top1茶餐厅还赶不上校门口的西西里还有等了四个小时还被宰客的海鲜大排档逛到jio肿的世界之窗堵车三小时的大梅沙海滨公园我们不是在排队的路上就是在堵车和坐地铁的路上[打脸]唯一一点安慰就是华强北[doge]，yyds  深圳同城,"|0|1|0|0|0|
",163513
《中旅集團之歌》歌词版 ,"|0|0|0|0|0|
",540371
#跑步[超话]# 冒着小雨跑一跑  深圳,"|0|0|0|0|0|
",163566
#梧桐山# 开启爬山♀一日路过大芬油画村[允悲] http://t.cn/RCcmWIc 深圳·大芬油画村,"|0|0|0|0|0|
",541379
彼岸就是hk了诶，这么近又那么远（各种意义上  深圳·深圳湾公园,"|0|0|0|0|0|
",557238
帮朋友去大疆维修机器，直接换了个新的。经过深圳湾公园，深圳湾大桥和天水围，这么近那么远…… ,"|0|0|0|0|0|
",541902
下午有谁要去欢乐海岸冲喜茶LAB？滴滴 http://t.cn/RI1ENXb 深圳,"|0|0|0|0|0|
",542781
第二组[太开心]#深圳世界之窗#  深圳,"|0|0|0|0|0|
",162323
用纸板 木材 图纸 把远方建筑的结构 复刻在一个盈缩的空间里 试图浓缩出一种神韵突然有点理解了 慈溪达蓬山 星桥天都城 深圳世界之窗里面那些奇怪的违和的埃菲尔铁塔  上海·安藤忠雄:挑战TadaoAndo:Endeavors-复星艺术中心当季展览,"|0|0|0|0|0|
",162369
#香港见闻##热爱生活的千万个理由# 又找到一个绝妙的观察点。站在香港西贡最高山石屋山顶，可看新界、九龙群山，西贡海、吐露港、大鹏湾、粮船湾、万宜水库，深圳市梧桐山梅沙尖也清晰可，连远处七娘山都隐约可见。港深名山大海岛洲尽收眼底，心旷神怡啊！  ,"|0|0|0|0|0|
",544275
云飞霓裳，酒醉乾坤圈，4月3至5月5日@深圳世界之窗  国潮盛宴等你来约！#中国旅游集团# #带TA去旅行# ,"|0|0|0|0|0|
",162160
#深圳时装周# 偷闲半刻  深圳·欢乐海岸,"|0|0|0|0|0|
",71620
圖1:好朋友為你拍照時可以去到幾盡（走到多遠）圖2:假裝在逛深圳世界之窗斷斷續續健身了一段時間後的一些心得其實是舊心得但重新說：健身是一件超級無敵花時間的事，時間對於現代人而言也是很奢侈的，重要的事情只能排序工作、與愛人的相處時間、跟朋友玩、和家人相處、健身、自己的愛好...能做好其中一件事就已經超級不容易了如果能做好其中兩件事，在我心裡面已經是超人一樣的存在了但不是每個人都需要靠裡面的*每一項*來評判自己是否一個優秀的現代人或者去judge別人（抱思邱老師職業病犯了，總是忍不住要講大道理）,"|0|0|0|0|0|
",162208
#梧桐山##鹏城第一峰#  天公作美 http://t.cn/RyhHHQ0 深圳·沙头角,"|0|0|0|0|0|
",544737
又是一次说走就走.(˙˙):.  深圳·深圳湾公园,"|0|0|0|0|0|
",562894
别人看展：衣服好帅[喵喵]我看展：哥哥好帅  深圳·欢乐海岸,"|0|0|0|0|0|
",72187
深圳湾，深圳湾大桥，对面的HK  深圳·欢乐海岸,"|0|0|0|0|0|
",72023
今日[并不简单]  深圳·深圳湾公园运动公园,"|0|0|0|0|0|
",567405
Tony&tony's2021A/W深圳時裝週矚目壓軸時尚大秀，時光回溯，每個細節的回眸，都令人心動不已。@羅霖CandyLo-CN 抖音號：Candylolam #candylo罗霖[超话]##羅霖##抖音號Candylolam##羅霖candy##抖音[超话]##凍齡美魔法##美魔女 ##罗霖[超话]##深圳##罗霖的vlog##candylo罗霖超话##tonyandtony’s##tonyandtonys服装品牌##深圳时装周##2021AW深圳壓軸時尚大秀##令人心動不已#,"|0|0|0|0|0|
",260678
不用去西双版纳，来@深圳锦绣中华民俗村 就能体验最有国际范儿的傣历新年，一齐泼水狂欢、看巡游、蹦傣迪，感受节日的律动！#中国旅游集团# 带ta去旅行 http://t.cn/A6c0llH8 ,"|0|0|0|0|0|
",262312
出发欢乐海岸、渔人码头、天佑广场牛杂、姜撞奶、水牛奶、猪肚鸡汤… ,"|0|0|0|0|0|
",549575
影子//4.22夜徒梧桐  深圳·深圳梧桐山,"|0|0|0|0|0|
",572091
神經搞笑美人上線(づ￣3￣)づ  深圳·深圳湾公园,"|0|0|0|0|0|
",573209
甘望星从内而外真的带给人一种很难以言喻的质朴感与真诚感，扑面而来的是带着莽撞却懵懂的善意。他的帅气感不单单是脸带来的，而是方方面面的杂糅的气质，这个气质里包括他不标准的塑料普通话，包括了从农村咬牙练体育一定要上个大学这看似过时但实际智慧的信念感，是初舞台唱歌时略微土气但又生动的英文口语，缺少一样都无法成就这样的帅气。这样的真挚与真实的感觉不用说是在练习生爱豆中，连在素人的男生中都很难见到了。越发觉得后悔去年万圣节因为人太多，临时放弃去世界之窗去了别的地方玩了[泪]。,"|0|1|0|0|0|
",164426
若不是对着世界之窗吃饭聊起来，真不知道世界之窗还有烟花 ,"|0|0|0|0|0|
",164162
2020年3月30号，登小梧桐   深圳·深圳梧桐山,"|0|0|0|0|0|
",570710
有一起回深圳的  广州·广东农工商职业技术学院北校区,"|0|0|0|0|0|
",164308
Mark小小美人魚兒♀遊山玩水、觀樹賞花。  深圳·深圳梧桐山,"|0|0|0|0|0|
",568329
五一假期来深圳看《烟花之舞》，享受激光与烟火的视觉盛宴，与你爱的人在火树银花下许愿！#中国旅游集团# @深圳世界之窗 #带TA去旅行# ,"|0|0|0|0|0|
",164277
现在听到人说深圳欢乐谷，去深圳欢乐谷玩好像上一辈子的事情了[允悲] ,"|0|0|0|0|0|
",263274
踩着电动滑板追个日落   深圳·深圳梧桐山,"|0|0|0|0|0|
",571319
2021.5.1 夜闯梧桐山小分队！虽然没看到日出！但依然很开心(  ):. http://t.cn/EMWG4sd 深圳·鹏城第一峰,"|0|0|0|0|0|
",548387
你以为你看到的是深圳湾的海实际上你看到的是深圳湾的人海   深圳·深圳湾公园,"|0|1|0|0|0|
",570913
#梧桐山日出# 看了个寂寞[哼] http://t.cn/RI1ENXb 深圳,"|0|0|0|0|0|
",548887
早起爬山看日出开心爆累  深圳·深圳梧桐山,"|0|0|0|0|0|
",578873
排三个钟一个项目lay了  深圳·深圳欢乐谷,"|0|1|0|0|0|
",84187
#梧桐山# 仙气飘飘[憧憬]   深圳·深圳梧桐山,"|0|0|0|0|0|
",576008
见过鬼都怕黑[哈哈]  深圳·深圳湾人才公园,"|0|0|0|0|0|
",83521
（临近）午夜12点的深圳湾  深圳·深圳湾公园,"|0|0|0|0|0|
",578518
#又是作死的一天吃完饭去看个电影不成 我非要在这夜雨天去趟梧桐山 现在好了 没去成掉了个头回家 还被导航带进了个死胡同 还塞在这了梧桐山里哈哈哈哈哈 哈哈哈哈哈哈   深圳·深圳梧桐山,"|1|0|0|0|0|
",575320
记5.1& 也是彭家乔迁之喜 [太开心] 宁静栖息 [太开心]# 空气是真的清新舒服～很适合养老 （可能是因为在梧桐山附近吧哈哈哈哈 进山）希望长辈们都健健康康平平安安快快乐乐感触很深 真的一定要努力 还有有空一定就多陪陪家里人 好好珍惜这一次见面吃饭姨公姨婆他们的追求也是受益匪浅哈哈哈哈哈 姨婆好温柔 对外婆好好希望我妹以后对我也要这样[嘻嘻] http://t.cn/R2WxEin深圳,"|0|0|0|0|0|
",551324
感谢芷君姐姐请吃的海底捞（好好味）+深圳喜茶（好好饮）  深圳·欢乐海岸,"|0|0|0|0|0|
",80771
最新人设：被大城市毒打后回到ok的打工仔  深圳·深圳湾公园,"|0|0|0|0|0|
",578724
害，又来了深圳湾[允悲]  深圳·深圳湾公园,"|0|0|0|0|0|
",580891
深圳欢乐谷人好多好热  深圳·深圳欢乐谷,"|0|1|0|0|0|
",85397
两个月没见了抽空来深圳蹲我一顿饭见我一面看了大海还有对面的香港吃了潮汕火锅打卡了世界之窗完成诺言带你喝了伏见桃山匆匆忙忙一切足够最后惨的是因为暴雨被滞留在机场写作业的你 深圳,"|0|0|0|0|0|
",160892
一家人海边看香港[衰]  深圳·深圳湾公园,"|0|0|0|0|0|
",580844
深圳半月(4.20~5.05)缩略图，运动健身，家庭聚会，爱人生日，亲子畅游。 香港特别行政区·鲗鱼涌,"|0|0|0|0|0|
",160972
突然觉得深圳地铁好贱呀，出门就见海的口子今日不开了[胖红生气]  深圳·欢乐海岸,"|0|0|0|0|1|
",80040
第一次坐小鹏，喜欢前脸和腰线的设计，但尾灯就有点奇怪。内饰不错的，显示屏很大，车窗还是无框设计，车顶两块天窗。座椅腰部有支撑很舒服。如果一定要买电车，我会选小鹏，不选特斯拉，如果出个双门轿跑版就好了。 ,"|0|0|0|0|0|
",580432
#甘望星[超话]# #人间理想甘望星# 暑假已安排去长沙打卡林科大螺蛳粉，肉夹馍的行程 还有世界之窗 但是好多长沙的姐妹们都说暑假绝对热的要死 然后我又完全不能吃辣 我该怎么办 烦恼烦恼ing@甘望星_xx ,"|0|0|0|0|0|
",554528
没有驾照不要紧，来@深圳世界之窗 体验极速飞车项目，挑战惊险刺激的专业级赛道，还能换上赛车服，简直是太酷了！#中国旅游集团# #带TA去旅行# ,"|0|0|0|0|0|
",333494
夜爬梧桐山Get可惜没看到日出盗图盗图~ http://t.cn/R2WxEin深圳,"|0|0|0|0|0|
",757451
带我爸我妈来欢乐海岸吃甜品。[吃瓜]这地方两年没来，现在咋这么多人。[挖鼻] ,"|0|1|0|0|0|
",581920
#亲子时光# 小小世界只为你回忆 ，愿你拥有会长大的能力 ——深圳米菲餐厅元气亲子派对 http://t.cn/RxRWB3f汕头,"|0|0|0|0|0|
",335615
天天研究，我觉我要是和我爸妈璐妹搞这种，我得又哭又笑又辛酸[失望][失望][失望],"|0|0|0|0|0|
",758738
5月25日希望有飯拍[悲伤][悲伤][悲伤],"|0|0|0|0|0|
",334674
