博文内容,识别结果,id
It’s just tam jai ahhhh 排队有点夸张...为什么想吃：因为不想五月回去的时候浪费时间吃哈哈哈哈 不是因为好吃 大概只是留深港人们想念tam jai的味精味和土匪鸡翼今天没吃到 所以回去第一餐就tam jai吧 hiahia ,"|0|1|0|0|0|
",549091
汪汪女兒帶我去吃新開張的粵菜館“粤集”，11點趕去吃每天只限十份的冰燒三層肉，感覺沒有“利苑”的燒肉好吃，海苔一口酥豆腐好吃過”陶陶居”，幹炒牛河有大排檔風味。裝修現代明亮舒適。Lockdown後深圳全方位促進本地消費，各種烘培咖啡麵包粵菜館如雨後春筍般涌現……  深圳·粤集粤菜正牌(皇庭广场店),"|0|0|0|0|0|
",78546
老张，没想到你健身房还开着[允悲]我都记不清我有多久没来健身房了[笑cry]  深圳·海岸城,"|0|0|0|0|0|
",73791
谭仔米线，排队人多，米线味道不如香港，鸡翅好评，我本人是不会再回购这家店，我还是想后面去香港吃[挤眼]  深圳·皇庭广场,"|0|1|0|0|0|
",73473
愛撒嬌的狗狗（常满）#萌宠 ##家有萌宠##萌宠日常记录#   深圳·金光华广场,"|0|0|0|0|0|
",73836
我爱这里的菠萝油～  深圳·肥韬·香港金牌大饭店(皇庭广场旗舰店),"|0|0|0|0|0|
",74539
碳水精来到米饭管饱的餐厅，快把碗给我压实叻(  )   深圳·深圳海岸城,"|0|0|0|0|0|
",83676
浮生一日[awsl]  深圳·OneAvenue卓悦中心,"|0|0|0|0|0|
",81760
哇，今天会展中心有漫展也好想去看  深圳·皇庭广场,"|0|0|0|0|0|
",83127
·  是啡也就喝了7杯  深圳·OneAvenue卓悦中心,"|0|0|0|0|0|
",83507
so cute嘅墨汁饺   深圳·OneAvenue卓悦中心,"|0|0|0|0|0|
",83891
两天同一个地方，都下错车站了～真是服了自己[允悲]  深圳·深圳海岸城,"|0|0|0|0|0|
",86051
咖啡太多人，要等到四點半，就去「老鄊雞」tea下，真係踩雷，尤其個涼糕，難食到一個新境界，本身就似舊番梘，食落又腍又甜[吐]個麻辣雪糕粒嘢都邊怪，火鍋湯粒咁，反而個杏仁汁幾正，唔似即食包，酥肉好多味精，個自家製司康係個幹巴巴餅，飄逸的蛋話係雪耳芒果，口感就似生雞蛋咯，反正唔值得去 ,"|0|1|0|1|0|
",159961
五月海边LOOK昨日OOTD  深圳·深圳南山海岸城,"|0|0|0|0|0|
",85899
黑金叉烧＋香港豉油鸡＋酱油下饭甜—腻—咸—贵一般  吃不来  深圳·金戈戈香港豉油鸡(卓悦中心),"|0|0|0|1|0|
",83186
五一假期/认真玩耍知食分子  深圳·深圳海岸城,"|0|0|0|0|0|
",84300
#吃在深圳# 禄婶鸡煲，印象最深刻的就还是八怪惊呆的30块几片菜叶哈哈哈哈哈，可能期待比较高，口味觉得一般，海口的拍档鸡煲更喜欢，入味肉嫩滑。  深圳·禄婶鸡煲·香港打边炉(海岸城店),"|0|0|0|1|0|
",85453
5.1同锋锋，皇庭广场，谭仔米线真的太太太太好食，香港人回忆，蒜泥白肉绝!!土匪鸡翼!![兔子][兔子][兔子] ,"|0|0|0|0|0|
",553856
来自安徽黄山的农家菜，还原了古村落的味道@鲜城 #深圳爆料##嗨夏吃货节#   深圳·皖厨(卓悦中心店),"|0|0|0|0|0|
",82662
#loklok's daily life# 唱到天亮[哈欠]  深圳·保利文化广场,"|0|0|0|0|0|
",84537
日常深圳一日游，昨天到今天撩  深圳·皇庭广场,"|0|0|0|0|0|
",85086
金戈戈·岗厦卓悦中心店交通：岗厦地铁口，卓悦中心负一楼「原味海鲜拼盘」黄鱼，圣子，去头虾一起清蒸，口味偏淡，个人建议加酱汁和配料，让口感更加丰富，太突出一个鲜。「蒜蓉粉丝蒸圣子」我蛮喜欢的一道菜，海鲜味很入味，酱油蒜蓉粉丝拿来下饭绝配，口口鲜香，搭配酱油米饭「金奖米饭」「港式盐焗鸡」咸香鸡，肉质过得去。 ,"|0|0|0|0|0|
",79108
沃，三点几了，饮茶先辣 深圳·保利文化广场,"|0|0|0|0|0|
",81278
   上一组照骗，哈哈。*    深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",90483
打卡CoCo Park，极少的牛上脑、一煲牛腩牛杂煲、再去饮下嘢吹下水，最后还要送东莞佬回家自己再开回来。累累累…1点还偶遇霞姐，沙井医院的护士也是不容易…[加油][加油][加油] ,"|0|0|0|0|0|
",87308
终于吃到了我心心念念的乌龟菠萝包蔡澜港式点心·岗厦卓悦中心地址：卓悦中心东区一楼交通：岗厦B出口[薄荷]环境：唯一感觉不同的是，没有发现有蔡澜老师的卡通人像，哈哈哈。「乌龟菠萝油」终于吃到它家的新品，口感和其他菠萝包一样，新鲜出炉的好吃很多，外型小乌龟可以加分。「炸烧卖」新品，一串串烧麦搭配泰式甜辣酱，外脆里嫩，辣味提升口感！「脆鱼皮艇仔粥」 虽然不是新品，我第一次吃，炸鱼皮和绵滑的粥搭配，粥的湿度和温度把鱼皮浸泡的刚刚好，香甜软嫩。 ,"|0|0|0|0|0|
",87718
#周柯宇[超话]#  #周柯宇0517生日快乐# #周柯宇 十九怀梦银河相逢# 感谢希思黎@Sisley法国希思黎 对周柯宇的邀请期待以后更多的合作[爱你]@INTO1-周柯宇 周柯宇生日快乐以后演唱会面哦 我会一直爱你！！！ ,"|0|0|0|0|0|
",333176
#深圳福田皇庭广场被申请查封#啊！[哆啦A梦害怕][哆啦A梦害怕],"|0|0|0|0|0|
",335392
''特''别的521 @特斯拉 @特斯拉中国车友俱乐部 @老朱-Tesla @Grace陶琳-Tesla @Allan-Tesla @火星伐木工BenBen @章燁 @张书华 @张磊天津 @白极光的马甲 @东哥听说火星飞船返程免费 @理似明William[/cp] ,"|0|0|0|0|0|
",92530
养眼的晚茶，吃到撑，现在想起来明天早上可以睡到自然醒，已经提前吃了早茶就好开心 ,"|0|0|0|0|0|
",588164
在香港的时候，想不到吃啥都会去谭仔。番茄底+腩肉+牛丸+墨鱼丸配少冰少糖冻柠yyds！回忆满满！ ,"|0|0|0|0|0|
",93283
今天下午坐上公交車M205盐田北公交总站往火車站的路上，途經八個站，車上只有我一人包車，實屬罕見。疫情真係嚇人呀 ！[囧][囧][囧]  ,"|0|0|0|0|0|
",92415
提前慶祝一下节日，可以夾公仔玩二個小時沒收获的 深圳·皇庭广场,"|0|0|0|0|0|
",97275
①我們拿下了全部黑超！居然有6個[跪了]②我們全都回控控到熱一了！包括我③我們拿下了月榜一！薅到了④月榜一薅到的四城聯動大屏3天⑤搶前排人的一萬六點讚⑥鐵血槍媽94最棒的！,"|0|0|0|0|0|
",156084
———      ———one有力下腰女孩 ,"|0|0|0|0|0|
",225547
喂！三點幾啦做做撚啊做飲茶先啦三點幾飲茶先啦！堂本家這個甜品是真的 ,"|0|0|0|0|0|
",224641
#ATTMPT#      -    深圳·One Avenue卓悦中心,"`|0|0|0|0|0|`
",232817
喂！午饭食咩食M记咯～#深圳烘焙培训##深圳烘焙课##广州东莞惠州潮汕蛋糕##麦当劳##麦当劳蛋糕# ,"|0|0|0|0|0|
",231713
每天晚餐常吃火锅 把小孩给服务员带——自己一个人吃吃吃吃吃吃 往体重秤上一站——吃饱44kg 空腹43kg 临睡之前再喝一瓶82年的可乐 我为什么吃不胖呢 因为我和魔鬼做了交易 死后捐赠遗体即可使我生前狂吃不胖 ,"|0|0|0|0|0|
",231024
黑云压顶，咋不来早一点[费解] ,"|0|0|0|0|0|
",727904
#张颜齐[超话]#[給你小心心]#张颜齐 生日快乐2333# 小齐Solo 后第一个生日快到啦~ 大家多打卡应援分享快乐[打call]生日应援打卡合集散粉1西安散粉联合应援店 猫屎咖啡店7.2 12:00-20:002散粉生日应援七城联动 Thru Coffee 起时咖啡 14:00-18:007.3 11:00-18:00【重庆】观音桥 亚歌的芋圆 14:00-19:00【杭州】余杭区 ++咖啡 10:00-22:00【南京】玄武区 初茶里（德基广场店） 10:00-【天津】芋见他（和平大悦城店） 徐小包的奶茶 13:00-15:00【广州】疫情关系，在光仙森周边发放 17:00-后援会【广州】光仙森全楼体灯光秀+音乐喷泉+时空隧道   20:00-20:30 11城娃娃机店应援 *江苏分会 *安徽分会 *江西分会 *上海分会 *浙江分会 - 7.9分会东北分会 【哈尔滨】南岗区 大圣茶．西游记之大圣归来茶饮 花钥Cle de Jardin花艺·咖啡 - 7.11【杭州】1号线LED地铁屏10块 - 7.4 07:30 - 22:00【成都】LED地铁屏10块 - 7.4【上海】龙阳路地铁站大屏2块 Avenue 卓悦中心【成都】龙湖天宸天街【重庆】龙湖时代天街【无锡】荟聚购物中心【杭州】西湖银泰百货7.2 - 7.4半沢浪漫三城咖啡店应援 逗气椰子公司 7.2 13:00-18:00【上海】虹口区 W CAFE 7.2 13:00-18:00【重庆】渝中区 伏见桃山 7.2 10:00-14:00冒险乐园【重庆】龙湖时代天街LCD屏组应援 - 7.3 别图册【上海】地铁共享雨伞数码屏50块 - 7.4UGround0702【成都】春熙路A出口梯顶屏 8:30-22:30@张颜齐YoRoll,"|0|0|0|0|0|
",277108
深圳真的是很卓悦 卓越。今天跟朋友约了去卓悦，赶时间所打的过去，师傅去卓悦。到了卓悦打点话给了朋友 喂：我在ysl门口等你，你赶快过来。朋友：你跑去岗厦卓悦干嘛，我在梅林卓悦。我：………………所以深圳约小伙伴注意了 请发定位卓悦中心在岗厦卓悦汇在梅林卓越后海中心在后海卓越世纪中心在会展中心,"|0|0|0|0|0|
",278936
好小一展 深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",108158
福田coco park[鼓掌][鼓掌]非常开心，烤肉一品,"|0|0|0|0|0|
",412664
给大家介绍一下这是我失散多年的亲妹妹：宋pēi  mer ,"|0|0|0|0|0|
",106184
探店｜夜宵｜敏華冰廳(海岸城店)，深圳第623站：★★★★☆今晚份夜宵，打卡在海岸城的敏華冰廳，簡單了落單了一份〔爆蛋蝦餅多士堡〕，上次落單了一份爆蛋流心火腿堡，最愛吃就是爆蛋的口感太順滑了。這次落單了一份蝦餅夾心，口感再次感人。一口心動再一口上頭！ ,"|0|0|0|0|0|
",109817
之前深圳Coco Park的BA通知说，我最喜欢的这个古龙水要停产了，吓得我赶紧买了三瓶180ml超大装。今天开了最后一瓶，然而它还没停产…… #acqua di parma##colonia club#,"|0|0|0|0|0|
",414921
你丧起来都几丧，好暴力！不过好有型！故事就是典型的枪战动作港片情节，最怕就是这种不拍死的，全是不怕死的[笑cry]好像香港电影演员，最年轻最能扛的就是你了，断层了，别只顾着拍拖做菜了，多拍电影吧 ,"|0|0|0|0|0|
",237045
#粉丝ga力量# 举手发言 深圳·海岸城(西座),"|0|0|0|0|0|
",237558
东风汽车集团高端电动品牌 – 岚图在内地展开了为期一年的岚图FREE巡演。TBA北京团队很高兴能为是次巡演提供前期创意和后期执行服务。岚图FREE巡演正在深圳COCO Park与车迷会面，未来更多机会期待您的参与，亲身去了解岚图FREE电动车吧!更多笔克专门方案： Creative Network： #TBA北京# #东风汽车集团# #岚图# #岚图FREE# #深圳COCO Park# #活动策划公司# #活动管理公司##活动营销# #项目激活#,"|0|0|0|0|0|
",416348
週末快樂七夕快樂生日快樂多謝懵餅，love you如果唔係因為疫情，我哋依家已經喺上海希望疫情快啲好轉！！希望身體健康！希望到九十歲你都對我咁好 深圳·极上万膳(福田卓悦中心店) ,"|0|0|0|0|0|
",590
19啦～ 深圳·深圳福田星河COCO Park,"|0|0|0|0|0|
",420315
#深圳疫情#正在和朋友們吃椰子雞的我們得知消息之後立馬查南海大廈離這裡多遠，2公里絕了[跪了][衰] 下一秒再看家和已經戴上了口罩，我們嘴裡還在嚼東西筷子還沒停，她已經端端正正蜷縮在角落刷新聞了，真·防疫第一人[嘻嘻] ,"|0|0|0|0|0|
",119487
回港先頭部隊1號明天就要過港開始陪讀日子，2號也29號回去了趕緊約一下，下個月我們香港再見[笑cry]#午餐##下午茶##好好吃饭##今日份开心##随手拍##闺蜜# 深圳·One Avenue卓悦中心 ,"|0|0|0|0|0|
",119740
黯然销魂饭yyds潮汕牛肉火锅yyds椰子鸡yyds港式蛋挞yyds野翠山牛油果草莓卡士yyds！！！真就干饭格[awsl] 深圳·肥韬·香港金牌大饭店(皇庭广场旗舰店) ,"|0|0|0|0|0|
",118827
#私人# 招牌红烧牛腩煲+牛舌+牛肉丸最后汤底渌个出前一丁公仔面分量偏少 不加辣可能不太入味 深圳·照旧牛腩煲.鲜腩仓库(海岸城店) ,"|0|0|0|0|0|
",123755
结果朋友圈没够位置发[doge] 深圳·肥韬·香港金牌大饭店(皇庭广场旗舰店) ,"|0|0|0|0|0|
",126152
金戈戈的豉油鸡好正一句话晒“鸡有鸡味” 深圳·金戈戈·香港鼓油鸡(星河COCO Park) ,"|0|0|0|0|0|
",130905
DH搞 “烂慢” 深圳·保利文化广场  ,"|0|0|0|0|0|
",131559
就很快落～ 深圳·肥韬·香港金牌大饭店(皇庭广场旗舰店) ,"|0|0|0|0|0|
",130130
绝了[笑哈哈]想去送个修就要隔离21天 ,"|0|0|0|0|0|
",417578
探店｜克茗冰室(領展中心城店)，深圳第700站：★★★★今晚夜宵，探店ins港風克茗冰室。本打算落單一份牛肉滑蛋飯，結果看到之前吃過一次，無奈再次選擇了午餐吃到的叉燒。黯然銷魂飯，叉燒加叉燒汁或醬油蓋住一碗或一碟白飯而成，本是周星馳主演電影《食神》裡邊的一碗普通叉燒飯加荷包蛋的叫法。因廣東菜講究原料，選擇資料的新鮮。故而口味上比較清淡，也比較講究養生。建議叉燒肉在前一天晚上製作醃制，或醃制時間不少於2小時。小熊媽媽菠蘿包，烘焙過後表面金黃色、凹凸的脆皮狀似菠蘿，只不過今天吃到的菠蘿包的餡料口感有黴變。招牌凍檸茶，不會很甜，去冰口感還可以。位址：福華路領展中心城FG016（會展中心捷運B口連城新天地直行200米，奈雪的茶隔壁） 深圳,"|0|0|0|1|0|
",781562
两个靓仔 深圳·1234space mini万象城,"|0|0|0|0|0|
",129135
白白深圳，你好小破港[doge] 香港·何文田 ,"|0|0|0|0|0|
",417563
居然把粤菜点的这么卡路里爆满芝士糯米鸡 有着月饼一样的外表，粽子一样的内心，无论是外层芝士沙拉酱，还是糯米+鸡肉+咸蛋黄，都妙啊菠萝咕咾肉 一直觉得应该是热的比较外酥里嫩，但这反而是在冰块上，做成了冰糖葫芦一样的感觉庆幸点了一个菜心，上面俩菜太腻了 深圳·陶陶居(卓悦中心店) ,"|0|0|0|0|0|
",136347
[赞][泪] 深圳·蔡澜港式点心(海岸城店) ,"|0|0|0|0|0|
",137065
滴滴～～打卡禄婶～～ 深圳·金光华广场 ,"|0|0|0|0|0|
",615035
漏奶华、黯然销魂饭赞，总体比敏华好吃很多啊 深圳·肥韬·香港金牌大饭店(皇庭广场旗舰店) ,"|0|0|0|0|0|
",148259
从一个完全不熟地方回家，车沿途我看到了挂起国旗的村民，我看到了深圳LED的祖国生日快乐，那一瞬间我身在异乡心在远方的感受真的很悲伤。后来车开过了，我叫了三次司机都不停车，香港一到晚上跟死城一样，那么黑，那么多杂草，我怕我看到虫子完全不敢走，把眼睛脱下来死跑回家，结果一进门我就听到了国歌，那一瞬间的委屈全都涌上了心头，在饭桌上我就嚎着哭出来了。我在深圳的夜晚什么时候这么怕过，这个点我在深圳甚至在找吃的路上，深圳的晚上这么灯火通明，深圳的交通这么方便；来了香港这一个月我日日做噩梦，脊椎连着整个左手肩骨整只手都在抽着疼，来了香港我他妈连在晚上行走都会怕。我天天出门转头看着属于深圳高耸入云的高楼大厦，我想念会展中心，我想念皇庭广场，我想念那个看着我长大的金逸影城。国庆之时，我在旺角看到了港独二字，明明都是中国，为什么会这么天差地别，这个社会真是个疯子，这个地方真的是烂透了。,"|0|0|0|0|0|
",282907
钟意就keep住唔中意就delete 深圳·深圳龙岗COCO Park ,"|0|0|0|0|0|
",141301
● 常 見 面@for22ever 深圳·肥韬·香港金牌大饭店(皇庭广场旗舰店) ,"|0|0|0|0|0|
",145802
大大怪将军和小小怪下士的 甜蜜 ti to（逛街）[心] 深圳·海岸城 ,"|0|0|0|0|0|
",147561
事已至此，先吃饭吧,"|0|0|0|0|0|
",340974
图1这喜茶新产品咩非常噢[掌宝卖萌] 深圳·保利文化广场 ,"|0|0|0|0|0|
",152246
#不洗澡的深夜操心我刚刚洗澡已经给月人找好深圳vlog拍啥了离保利剧院最近的茶楼应该是点都德，就在海岸城，远近闻名，虽然被本地人嫌弃，但还是很不错的选择（而且一定会点红米肠，虽然我觉得很难吃）。海岸城还有一家很好吃很好吃的烧鹅，不知道外地人爱不爱吃。椰子鸡估计不会被纳入考虑范围内。除此之外还有炳胜和小炳胜，都是广式味道。还有蔡澜也行，是做港式茶点的，山楂酥皮叉烧包我的最爱，现场还有王八酥皮包点。最后那附近还有一家死贵的花店，博哥可以去看看,"|0|0|0|0|0|
",342356
中心城新开了克茗冰室必点的绝对是公仔面！但老实说没有华强北那家克茗做的好吃，冻柠茶也不是正宗的港式味道，是现在市面上流行的LINLEE等新兴冻柠茶品牌的口味，冻奶茶也改良过的，没有港奶浓重的茶味。下次应该还是会去华强北那家分店 深圳·克茗冰室(领展中心城店) ,"|0|0|0|1|0|
",633515
#和崽崽深圳二次游，虽然活动范围也就崽崽公司附近、coco park和深博；每天都是打着哈欠出门，然后两脸疲惫回家，因为实在太困[允悲]抱住我家可爱崽真的超级解压~充一次电续航一个月！！[爱你][爱你]@今晚到干诺道一起瞓 十一月再见啦[抱一抱][抱一抱][抱一抱] ,"|0|0|0|0|0|
",343467
睡不着 写一个深圳攻略好了：想念深圳的柏油马路 真的很宽 建议外地朋友们来深圳一定要在深南大道上兜风然后深圳真的没什么好玩的 特产就是各种mall吧 逛久了也真没什么好逛的 吃也没什么好吃的 但是又都挺好吃的 要什么有什么吧不过就是没特色啦！深圳速度就是三个月不去coco park就会发现店又换了一批 景点就都很无聊…..（猜的 反正我也没去过）不过爬爬山还是可以的 看下深圳夜景 深圳湾公园值得去散步骑单车说了大半天好像都是在说不好的 笑死了 因为深圳确实不好玩 但是我很爱他 如果纯粹来旅游就真的不建议 如果来感受生活而且你有钱的话 相信也会爱上这里的,"|0|0|0|0|0|
",284977
翻到照片心又飞去深圳了[心]@Msbreadeve [爱你] 深圳·皇庭广场 ,"|0|0|0|0|0|
",155815
第一次錄的手元爆兩個break，100.5+無緣發100的手元先 深圳·保利文化广场  ,"|0|0|0|0|0|
",161893
又系吃得太饱既一日，coco park真系人山人海，边到吃饭都系排晒长龙！！今日吃饱饱，听日加班班！ 深圳·深圳福田星河COCO Park ,"|0|1|0|0|0|
",158744
#动感地带共舞未来#动感地带2021中国街舞联赛校园赛超燃继续！街舞大咖强势坐镇丰厚奖金等你挑战！10月22日17:00-20:55 深圳龙岗星河Coco Park  广州大学商业中心青春潮玩，不见不散！  动感地带共舞未来  ,"|0|0|0|0|0|
",284974
下午茶： 12 patisserie晚餐：肥韬香港冰室（西丽熊仔店） 深圳·卓悦中心,"|0|0|0|0|0|
",158728
深圳   凑个热闹～ ,"|0|0|0|0|0|
",285564
和朋友在保利附近hi tea听到店员说肖赞团队来他们家打包早茶点心去吃[喵喵]具体真假我也不造 让我看看vlog会不会出现陶陶居的登西就知道了 深圳·保利文化广场 ,"|0|0|0|0|0|
",167769
来回程都路过了红树湾公园，码一个，这里离海岸城保利太近了，公园里可以踩单车，奶一个地道战和团伙的夜游。对了，深圳所有的公园，都是免费开放，不收门票哒。[哈哈][哈哈] ,"|0|0|0|0|0|
",344757
北京你为什么总是落后上海这么多 ,"|0|0|0|0|0|
",149630
#MIRROR_HK[超话]# #MIRROR出道三週年應援#深圳嘅朋友望過黎！明明我地係最近mirror嘅人但又冇活動，好慘！有深圳嘅朋友想要我做嘅應援物麼！POSTCARD剩底唔多 先到先得領取方法：11.03 福田卓悅中心（唔好去錯卓越）最好先留言or dm我 如果冇人我就唔過去啦[二哈]「We are one and all，從不只我一個」,"|0|0|0|0|0|
",149647
没想到距离上次主持活动已有两年之久了。津梁生活最近正在举办#魔方森林里的2周年派对# ，深圳的朋友发来一些图片，让我回想起当时受邀参加他们家深圳卓悦中心店开业仪式的点点滴滴。当时被种草的不少小物件我至今还在使用，十分认可津梁生活以“自然科技之力，赋能健康美丽”的品牌理念。很遗憾这回身在香港无法前往参加了，遥祝一切顺利！,"|0|0|0|0|0|
",343990
春節地點大概定佐下，超開心！ 深圳·One Avenue卓悦中心 ,"|0|0|0|0|0|
",175160
天空靚到！但竟然唔可以Hea去海邊放空，真係無人性！ 深圳·One Avenue卓悦中心 ,"|0|0|0|0|0|
",177609
#taylorswift新专辑打卡# @环球音乐国际部 打卡了深圳coco park的 虽然拍的不是很好 ,"|0|0|0|0|0|
",421184
早日开关，重新做人[作揖] ,"|0|0|0|0|0|
",785225
#跳跃号scamper# [打call] 深圳·海岸城(西座)  ,"|0|0|0|0|0|
",174141
继续打卡最近茶餐厅热门榜NO.1嘅克茗冰室，今日来得早，先霸得到巴士位[允悲]，暂时仲没有踩雷的，正[馋嘴][馋嘴][馋嘴]！估下我用左优惠券呢餐先几钱[偷笑][嘻嘻] 深圳·克茗冰室(星河COCO Park店) ,"|0|0|0|0|0|
",176611
所以咱就说 不期待才不会失望 不执着才有好消息 ,"|0|0|0|0|0|
",653978
#吃货在这里# 點解一到皇庭就習慣性要嚟呢兩間店打卡嘅 深圳·皇庭广场 ,"|0|0|0|0|0|
",178982
謝謝動漫聯會， 帶DinDong等本地動漫人物， 包括老夫子， 丁丁企鵝(江記)等， 作小型巡迴展覽， 第一站深圳One Avenue 【創意巡展時間及地點】 11月19-21日，深圳One Avenue卓悅中心北區一樓中庭（深圳市福田區福華一路348號）11月26-28日，珠海華發商都購物中心一樓中庭（珠海市珠海大道8號） 12月10-12日，佛山南海萬科廣場 Vanke Mall一樓中庭（佛山市南海區桂城街道雷崗小區桂瀾中路23號） 12月24-26日，東莞民盈·國貿中心一樓中庭（東莞市鴻福東路1號） #癲噹 ##創意巡展#,"|0|0|0|0|0|
",153667
[笑cry] 排了个寂寞 深圳·金光华广场 ,"|0|1|0|0|0|
",181123
呢個地下停車場轉到好頭暈，好彩唔係我揸車 深圳·星河COCO Park  ,"|0|0|1|0|0|
",179428
-港式下午茶时间，克茗冰室。- 深圳·克茗冰室(领展中心城店) ,"|0|0|0|0|0|
",651542
#壹零零壹1001西域美食 深圳·海岸城 ,"|0|0|0|0|0|
",191493
四海同心綱絡獅王挑戰賽2021參賽隊伍：中國東莞塘廈大坪醒獅隊青陣名稱：隔岸採青隊伍簡介：2019年7月13日，在東莞塘廈葉氏宗族和社會能人志士的協助下成立東莞塘廈大坪醒獅隊，目前，日常訓練中配備兩名教練，在教學員27名，曾出演世界葉氏聯誼會東莞分會成立慶典大會，深圳大棚世界龍獅日玟玫瑰海岸龍獅巡遊以及佛山順德海岸城巡遊#香港龍獅麒麟貔貅體育總會  #四海同心綱絡獅王挑戰賽2021,"|0|0|0|0|0|
",424058
搜论文资料无意中看到这个，去年看了前boss发的才得知中心城换主了，那个N年前上班天天午饭的商场，今天看了资料才知道新主“领展”是港府的，不对，是港股市场开放基金的……这年租金收入及预计升幅，对比起建设期投入的那些资金，可以说几年过后纯利润了，难怪出现那么多天价地王，只要商场能盘活，这地价和建设期投资真不算什么当然也有经营不善得卖掉的，譬如隔壁皇庭……来来去去无非是建设期资金欠下太多以至于运营期怎样也还不上不懂，但感觉是个不错的课题，就是感觉自己的力量是搞不懂的[吃瓜],"|0|0|0|0|0|
",425540
金田路的大有利改成新东之后再也没去过了[笑cry]还好有福民店[馋嘴]等不及沈沈隔离结束，我先吃啦[爱你]喝东西hea一下噶时候，仲偶遇一只秋田犬琪琪，很好rua的大脑戴～[心]PS：女生千万不要生气，在一家公司工作的第六年，第一次和咄咄逼人的同事吵，已经是过去的第三天了，真的很痛很痛……希望刮痧治愈[奥特曼] 深圳·gaga鲜语(卓悦中心店),"|0|0|0|0|0|
",192173
       /    深圳·深圳福田星河COCO Park ,"|0|0|0|0|0|
",196577
蟹肉罴鱼意粉挺多蟹肉又不腻，比单纯的墨鱼面出彩。红咖喱鳕鱼东南亚风味，超级开胃，辣度正好，黄瓜和番茄清爽。蒜香鸡翅沾他们家的芥末蛋黄酱好吃，真的有芥末籽在里面！百牛油果也椰奶奶昔/燕麦桂花拿铁牛油果略微清淡，燕麦有点腻，建议点果汁或者苏打 深圳·One Avenue卓悦中心 ,"|0|0|0|0|0|
",192630
每次都特地来吃漏奶华[中国赞] 深圳·肥韬·香港金牌大饭店(皇庭广场旗舰店) ,"|0|0|0|0|0|
",194946
#深圳新房打折遍地开花#整体上是为了加速回款，开发商的偿债压顶。此外，深圳低总价二手房也是在下跌通道。 ,"|0|0|0|0|0|
",426762
夜饮，咖灰 深圳·One Avenue卓悦中心 ,"|0|0|0|0|0|
",192581
Get   [赢牛奶][赢牛奶][赢牛奶]（原谅我拍出150的视角哈哈哈） 深圳·海岸城 ,"|0|0|0|0|0|
",194733
从南山到福田，12月14日，#SHAKE SHACK#深圳福田星河COCO Park店，在千呼万唤中来啦！随着星空广场上的“时光纽带” 装置被点亮，我们从2019年来走过的4座城市12家门店依次显现~也将开业的氛围感瞬间拉满！Meet the Moment， Meet the Shake Shack~堡贝们快到深圳二店福田COCO Park店，和我们来一场如期而至的聚会吧！（小喇叭： “时光纽带”装置会在星空广场中放置一个月，欢迎堡贝们前来“探秘”哟~）,"|0|0|0|0|0|
",428598
过气的鲍师傅、过气的精（两个奥利奥、两个海苔、盛惠13.89圆（3.47圆一个、比很多面包店便宜很多了 深圳·海岸城 ,"|0|0|0|0|0|
",200022
聖誕快樂PAO兄[抱抱]搞出來的PY club 就是最的場 深圳·COCO PARK酒吧街  ,"|0|0|0|0|0|
",203814
一早出门试新嘢，结果濑嘢。根本同海岸城两回间来[泪] 深圳·皇庭广场 ,"|0|0|0|0|0|
",200858
搞掂公事就即時見F，「山池」，味道幾特別下，熔岩真係會流漿 ,"|0|0|0|0|0|
",150405
˙˙    聖誕快樂嗚呼 . 深圳·海岸城 ,"|0|0|0|0|0|
",204172
bye bye 了您nei 深圳·皇庭V酒店 ,"|0|0|0|0|0|
",206442
太**苏联笑话了我*。 ,"|0|0|0|0|0|
",428705
[赢牛奶]恭喜發財！ 深圳·禄婶鸡煲·香港打边炉(海岸城店) ,"|0|0|0|0|0|
",214995
"#东海岸海鲜燒鱼大王#烧烤摊#野生超大大大大大的石班鱼17KG17KG17KG全槟唯一一家最蓝力的燒鱼档BIGCRABstreetfood(12/1/2021休息close)28,JalanPerusahaanJelutong2,FortunePark,11600,Penang.O网页链接O网页链接营业时间:4:00PM-12:00AMCOCOISLANDstreetfood(6/1/2021休息close)104,PersiaranGurney,10250Georgetown,Penang.O网页链接O网页链接营业时间:4:00PM-12:00AMSungaiPinangFoodCourt(11/1/2021休息close)LebuhSungaiPinang,11600Jelutong,Penang.O网页链接O网页链接营业时间:4:00PM-12:00AM2马来西亚·槟城L黄海萍nhp的微博视频","|0|0|0|0|0|
",60
踩过界2真喜欢，都想去看1号皇庭了，小时候看过​,"|0|0|0|0|0|
",2726
我好爱90年代，我又在看90年代电视剧，感谢90年代有邓特希，我怎么又想看壹号皇庭​,"|0|0|0|0|0|
",2513
哈哈哈哈哈能数的出来没做人质的几套剧应该有阿Sir早晨壹号皇庭还有天降奇缘#大台宝藏##宣萱#又双叒叕做人質宣萱人稱「人質王」，喺劇集中時常被綁架，方式仲五花八門添！無論最普通嘅武器架頸，到被綁海中、高高吊起，宣萱通通都試過，經驗十分豐富！#TVB#LTVB官方微博的微博视频​,"|0|0|0|0|0|
",2690
AKS保温杯與你相約「不可思議」達利全球巡展第94站...深圳站深圳灣...萬象城2惠州​,"|0|0|0|0|0|
",2638034
